,date,open,high,low,close,volume,adj_factor
848,2020-08-28,1.9862507177033495,2.0053492822966508,1.957602870813397,1.9958,4313,0.9549282296650718
849,2020-08-31,2.0149445,2.0149445,1.9099,1.9099,13830,0.95495
850,2020-09-01,1.823908866995074,1.948049261083744,1.823908866995074,1.9385,4948,0.9549261083743843
851,2020-09-02,1.9576449132492113,1.986293375394322,1.8526960469242904,1.9374,2756,0.9549487381703471
852,2020-09-03,1.9385484999999998,1.9385484999999998,1.9099,1.9099,2768,0.95495
853,2020-09-04,1.9385495049504948,1.9385495049504948,1.8812524752475246,1.9289999999999998,4526,0.9549504950495049
854,2020-09-08,1.9098536585365855,1.986247804878049,1.8716565853658538,1.9576,3455,0.9549268292682928
855,2020-09-09,2.005392857142857,2.005392857142857,1.8717,1.8717,2470,0.9549489795918367
856,2020-09-10,1.9240312040816328,1.9373049948979593,1.8717,1.8717,768,0.9549489795918367
857,2020-09-11,1.9576175710594315,1.9576175710594315,1.8478,1.8478,1288,0.9549354005167959
858,2020-09-14,1.90512525,1.9099,1.843148995,1.9099,10934,0.95495
859,2020-09-15,1.9480477611940301,1.9766955223880598,1.8155041194029853,1.9194,4142,0.9549253731343285
860,2020-09-16,1.871702,1.9576474999999998,1.871702,1.9099,1793,0.95495
861,2020-09-17,1.9099047619047618,2.091345714285714,1.9099047619047618,2.0054,6751,0.9549523809523809
862,2020-09-18,1.9672037383177572,2.0817981308411215,1.9481046728971962,2.0436,9571,0.9549532710280374
863,2020-09-21,2.0626449760765553,2.0626449760765553,1.9480535885167467,1.9958,2253,0.9549282296650718
864,2020-09-22,2.1008450704225354,2.1008450704225354,1.9576056338028167,2.034,2255,0.9549295774647887
865,2020-09-23,1.9003169316174615,1.9098662629321221,1.8812182689881403,1.8922,1764,0.9549331314660611
866,2020-09-24,1.8922,1.8922,1.8922,1.8922,426,0.9549331314660611
867,2020-09-25,1.9672,1.9672,1.9672,1.9672,580,0.9549514563106796
868,2020-09-28,2.090336376811594,2.100840579710145,1.9767,1.9767,5841,0.9549275362318841
869,2020-09-29,1.8908,1.9385474747474747,1.8908,1.8908,2053,0.954949494949495
870,2020-09-30,1.9003504999999998,1.9099,1.7953059999999998,1.9099,3036,0.95495
871,2020-10-01,1.9098541758727352,2.0721917808219175,1.8143614670790984,1.9449,1009,0.9549270879363676
872,2020-10-02,1.852601020408163,1.9194474489795914,1.852601020408163,1.8717,2643,0.9549489795918367
873,2020-10-05,1.9289999999999998,1.9289999999999998,1.9289999999999998,1.9289999999999998,613,0.9549504950495049
874,2020-10-06,1.8812,1.8812,1.8812,1.8812,192,0.9549238578680203
875,2020-10-07,1.8812514999999999,1.9099,1.8812514999999999,1.9099,804,0.95495
876,2020-10-08,1.9099,1.9099,1.9099,1.9099,312,0.95495
877,2020-10-09,1.9099,1.9099,1.9099,1.9099,78,0.95495
878,2020-10-12,1.9576474999999998,1.9576474999999998,1.8812514999999999,1.9099,5309,0.95495
879,2020-10-13,1.9395082857142858,2.2250390476190476,1.9242290476190476,2.0054,59780,0.9549523809523809
880,2020-10-14,2.2011483516483517,2.282318681318681,2.100879120879121,2.1725,86628,0.9549450549450549
881,2020-10-15,1.8812125581395351,2.1778138883720937,1.8143674418604654,2.0531,10167,0.9549302325581397
882,2020-10-16,2.0531522727272726,2.1581972727272727,1.9891703181818186,2.1009,9165,0.9549545454545455
883,2020-10-19,2.0818043859649125,2.225047807017544,1.967209649122807,2.1773,26474,0.9549561403508772
884,2020-10-20,2.1009,2.1104495454545456,2.1009,2.1009,1839,0.9549545454545455
885,2020-10-21,2.0149828210179117,2.1868770901094874,2.0149828210179117,2.0846,1730,0.9549681616198634
886,2020-10-22,2.1056239726027397,2.177243835616438,2.082801109589041,2.0913,1717,0.954931506849315
887,2020-10-23,2.1151773333333335,2.196346666666667,2.1151773333333335,2.1486,7422,0.9549333333333334
888,2020-10-26,2.1486448598130843,2.1486448598130843,1.9672037383177572,2.0436,1806,0.9549532710280374
889,2020-10-27,1.950252676056338,2.205887323943662,1.950252676056338,2.034,4306,0.9549295774647887
890,2020-10-28,1.9863,1.9863,1.9863,1.9863,358,0.954951923076923
891,2020-10-29,1.9863,1.9863,1.9863,1.9863,1389,0.954951923076923
892,2020-10-30,1.9897348514851485,2.0471273762376234,1.9194504950495046,1.9289999999999998,2019,0.9549504950495049
893,2020-11-02,1.965245070422535,2.0578732394366193,1.9576056338028167,2.034,5035,0.9549295774647887
894,2020-11-03,2.0530926829268292,2.0530926829268292,1.9576,1.9576,474,0.9549268292682928
895,2020-11-04,1.9576045070972146,1.9671537973757376,1.9576045070972146,1.9577,1515,0.9549290278522998
896,2020-11-05,1.9385,1.9385,1.9385,1.9385,288,0.9549261083743843
897,2020-11-06,2.0531,2.0531,2.0531,2.0531,441,0.9549302325581397
898,2020-11-09,2.0531,2.0531,2.0531,2.0531,376,0.9549302325581397
899,2020-11-10,1.995855,2.186845909090909,1.9576568181818181,2.1009,13760,0.9549545454545455
900,2020-11-11,2.072250458715596,2.1028089908256877,1.9863045871559633,2.0818,3407,0.9549541284403669
901,2020-11-12,2.0818,2.0818,2.0818,2.0818,49,0.9549541284403669
902,2020-11-13,1.929008181818182,2.1009,1.909909090909091,2.1009,4620,0.9549545454545455
903,2020-11-16,2.072247641509434,2.1295448113207547,1.9290047169811322,2.0245,17692,0.9549528301886793
904,2020-11-17,2.0245,2.0245,2.0245,2.0245,272,0.9549528301886793
905,2020-11-18,2.1103972350230418,2.119946543778802,2.044125032258065,2.0722,4088,0.954930875576037
906,2020-11-19,2.0960718604651163,2.0960718604651163,2.0053534883720934,2.0531,1467,0.9549302325581397
907,2020-11-20,2.0722027149321263,2.1104,2.0722027149321263,2.1104,5132,0.9549321266968325
908,2020-11-23,2.1103972350230418,2.1103972350230418,2.047467290322581,2.0722,2327,0.954930875576037
909,2020-11-24,2.0530956937799045,2.1485885167464116,1.9910253588516749,1.9958,13407,0.9549282296650718
910,2020-11-25,2.053125,2.110421511627907,1.9576308139534884,1.971,17922,0.9549418604651163
911,2020-11-27,2.021652626459144,2.0531663424124513,1.9290214007782103,1.9634000000000003,4480,0.9549610894941635
912,2020-11-30,1.9576542056074766,2.062699065420561,1.9576542056074766,2.0436,5756,0.9549532710280374
913,2020-12-01,2.1056729166666663,2.1056729166666663,2.0627,2.0627,1217,0.9549537037037036
914,2020-12-02,1.9672037383177572,2.0442684672897196,1.9290056074766355,2.0436,18271,0.9549532710280374
915,2020-12-03,2.072239592969473,2.072239592969473,2.0388163737280296,2.0646,5434,0.9549491211840888
916,2020-12-04,2.0054036697247706,2.0818,2.0054036697247706,2.0818,4591,0.9549541284403669
917,2020-12-07,2.0105101116279074,2.0531,2.0105101116279074,2.0531,3416,0.9549302325581397
918,2020-12-08,2.1199436619718313,2.1199436619718313,2.034,2.034,2084,0.9549295774647887
919,2020-12-09,2.0416408372093025,2.1103958139534886,2.0244520930232563,2.0531,5831,0.9549302325581397
920,2020-12-10,2.1295486363636362,2.1676513227272727,2.0865756818181818,2.1009,9731,0.9549545454545455
921,2020-12-11,2.1963480176211454,2.224996035242291,2.0722066079295156,2.1677,4307,0.9549339207048458
922,2020-12-14,2.225024190064795,2.225024190064795,2.1629526997840176,2.2107,6081,0.9549460043196545
923,2020-12-15,2.1677486607142855,2.225045982142857,2.1110243124999997,2.1391,5707,0.9549553571428571
